link_pos_1,link_pos_2,link_pos_3,link_pos_4,link_pos_5,link_pos_6,link_pos_7
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.05825506868469894, -0.03570781223754581, 0.538573158099853]","[-0.11096203558944827, -0.0680148804532808, 0.7182345868568499]","[-0.19095896132060447, -0.13106202101288092, 0.9018797608768113]","[-0.21202420906025443, -0.17171439881591766, 1.0960140688098148]","[-0.24382817011637015, -0.2660934378453128, 1.0779421277677192]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.015611305641598797, 0.017699616420398766, 0.5486696209675365]","[-0.029735820268988463, 0.03371355508705995, 0.7374659447000739]","[-0.22915947241647158, 0.04951011389231766, 0.6735857780278457]","[-0.4110141616524536, 0.12152625113710006, 0.634508444710114]","[-0.3540604893816933, 0.08322754222946731, 0.5601110112134992]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1852402882977927, 0.03990716366849109, 0.430517699259796]","[-0.35283864437653556, 0.07601364508374608, 0.5124146652567897]","[-0.30359012754211123, 0.2748899877388572, 0.5584883445296265]","[-0.3083956832151583, 0.4739325981843119, 0.5704648157015626]","[-0.21376068768452922, 0.5080208304272181, 0.5591643713089077]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.08232188251212696, 0.16677407432003438, 0.4375167462252264]","[-0.15680358573822714, 0.3176649034663367, 0.5257461832861108]","[-0.14962196795055827, 0.5068062488833743, 0.4347847858705879]","[-0.14721894089728266, 0.7043079703684321, 0.4070037586861973]","[-0.08500299542549905, 0.7303086708781398, 0.33151448989879573]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.00443360578575186, -0.10508224861327084, 0.5217637592209055]","[-0.008444963400504074, -0.20015666402535098, 0.6862166842302765]","[0.026204200350781803, -0.2964797554491858, 0.8695777965466346]","[0.11603797092032961, -0.3905649355023667, 1.0207808473082456]","[0.07177701249384298, -0.30648862746610184, 1.0556754312169254]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1662171193861443, -0.12544555435314675, 0.31288391407293514]","[-0.3166040369254246, -0.2389439130543523, 0.28835031251983756]","[-0.370265700059385, -0.29639607057036277, 0.09362056259329746]","[-0.4321234719857857, -0.2906787695975174, -0.09591945566640228]","[-0.4818330490248902, -0.37319460083825634, -0.12699332805532768]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.003983474381397461, -0.019367294935006232, 0.5490670701443755]","[-0.007587570249377512, -0.03689008559071381, 0.7382229907511877]","[0.1778405965911855, -0.11809992335795667, 0.6823538830800745]","[0.3171424459208088, -0.2342395499035605, 0.5993414025774745]","[0.35541439750157267, -0.24430558305044325, 0.6925048218947447]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.19142703546031556, -0.06210321283092934, 0.28000932530008205]","[0.36462292468603885, -0.11829183396456332, 0.2257320481906702]","[0.4789182878343273, -0.016663724302701105, 0.08182827030642784]","[0.6208736304706932, 0.028458983629926438, -0.05082583602209373]","[0.5533100375321269, 0.05522246402707072, -0.12128410045050128]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.05548866843849529, 0.03562618389469788, 0.5393784910566432]","[0.10569270178808134, 0.06785939789385957, 0.7197685543936181]","[-0.08489520739320638, 0.04158450719937042, 0.8039462176594623]","[-0.2762964506197304, -0.008689969905933848, 0.8288967896595041]","[-0.32152656933581425, -0.012144987695016207, 0.9193831931298934]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1833398778151092, -0.09254879808240685, 0.29616839979828813]","[-0.34921881488634887, -0.1762834249180434, 0.25651123771106343]","[-0.4289837560989101, -0.2661798326862953, 0.4287209645667809]","[-0.5432384718955346, -0.3038970874590008, 0.5878050888867248]","[-0.5426770405017526, -0.3830948326740617, 0.5247742079818829]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.15441724153956454, 0.11755743196578844, 0.4202219776926549]","[-0.2941280791224046, 0.2239189180308044, 0.4928037670336646]","[-0.43819179731246605, 0.3726247505858219, 0.5279067649878803]","[-0.5998372803822059, 0.48828145966524683, 0.5112108538696525]","[-0.5366448905081552, 0.5672273230547807, 0.515656358980101]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.17522008526670765, -0.09386251788853972, 0.27226707259573624]","[0.33375254336472926, -0.17878574835994943, 0.21098490018239188]","[0.5077577392975523, -0.29306887319055985, 0.2385812616695685]","[0.6342596005870481, -0.4350678983676426, 0.2987314565075856]","[0.7325715289137161, -0.4399037877762516, 0.2751333861983464]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0027851671041371484, -0.1631409839821142, 0.4722015967738272]","[0.005305080199287104, -0.3107447313945121, 0.5918125652834497]","[-0.0377505906837714, -0.4846080371577488, 0.4821870202955729]","[-0.02319708675239368, -0.637326709125462, 0.3547127375725959]","[-0.038878822477128094, -0.664977370143913, 0.45081171836793155]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.16322088843329133, 0.10580516076551381, 0.41914675946891844]","[0.3108969303486327, 0.20153363955414844, 0.4907557323217129]","[0.47763082337102203, 0.30274815728085847, 0.5685723778350471]","[0.6057169453688409, 0.447012339298448, 0.6192308533189739]","[0.5857471250447323, 0.4015020816327324, 0.7074097211015838]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.05230127322412677, 0.19803137064827553, 0.2936518278860908]","[-0.09962147280696321, 0.37720261075886596, 0.251717767402116]","[-0.15528300142146606, 0.5724553524209097, 0.19806927156344342]","[-0.2521860065553759, 0.7270246128745446, 0.11743031498020279]","[-0.24492712033011949, 0.8194281117221875, 0.15810453250780213]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1952573977950933, 0.05538281125609634, 0.28608068227749617]","[-0.37191885294327903, 0.1054910690583333, 0.23729653767138342]","[-0.46048682159718046, -0.08488681668661047, 0.24075710811664547]","[-0.5847538322072902, -0.23594899509234032, 0.27977528758907]","[-0.5715350186505936, -0.3317582785241254, 0.24992006733462935]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.025841801365271685, -0.19308497211264078, 0.2615755468845427]","[-0.04922247879006961, -0.36778089926228186, 0.19062008930385435]","[-0.25446380964855264, -0.41005659296651686, 0.17688102713555529]","[-0.42788757294573876, -0.5077515116512386, 0.1640595144702258]","[-0.4976142535878021, -0.46053287816506633, 0.22022071689982356]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.18394882140109559, -0.07551610046557057, 0.4075288803077739]","[-0.35037870743099986, -0.14384019136212609, 0.46862643868151144]","[-0.5486161409906495, -0.15870724047895282, 0.40094416045270675]","[-0.7092694606864521, -0.16242985203438465, 0.2827868795347472]","[-0.7106485113042933, -0.25090186371300544, 0.3319426662635894]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.033329954790742744, 0.12548483285172418, 0.505053539307165]","[-0.06348562817375045, 0.2390187292411705, 0.6543876939183854]","[-0.17529083305298615, 0.38253373312157823, 0.7592830695224543]","[-0.277282775889677, 0.47614320393211573, 0.9028776396529726]","[-0.34337977495796534, 0.5495189457251677, 0.8806813059357564]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.06861124512494585, -0.12911486143561576, 0.49073768473366697]","[-0.13068808595308606, -0.2459330694007114, 0.6271193994927262]","[-0.20030463912873991, -0.3984943043454461, 0.7535259069046426]","[-0.3064146619134929, -0.550340555529266, 0.827470947752826]","[-0.22808760334031605, -0.6083037692274558, 0.8548685343810699]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1398607202489795, -0.056791807071637244, 0.48599201889478283]","[-0.2664013719024935, -0.10817487061351463, 0.6180800359900344]","[-0.11336756407133186, -0.2466750519638687, 0.5793714655357523]","[-0.008791772910773182, -0.41617537712042024, 0.568507135139149]","[-0.009219197718615638, -0.3851384657636724, 0.4721639078656813]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.17202820059347718, -0.1134193769249004, 0.2994741670222838]","[0.3276727630357005, -0.21603690842760076, 0.26280793718526385]","[0.45653557349436324, -0.3461182170252445, 0.15998172829755228]","[0.5979777119600712, -0.48084529998367037, 0.11964285642734573]","[0.6451539110006943, -0.43663176199810383, 0.0417643657968875]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.08423267113513874, -0.12197720418401195, 0.48874951688288404]","[-0.1604431831138002, -0.23233753177962196, 0.6233324131102277]","[-0.06567858951257763, -0.062463292375424334, 0.7024678324017211]","[0.032408071177440385, 0.06061540789399135, 0.8250040741209471]","[0.09435351485730405, 0.12347696733786831, 0.7754392039850458]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.08925614762832491, 0.1890460125440153, 0.35987322952513545]","[-0.17001170976908075, 0.3600876429405875, 0.37785377052402835]","[-0.09845759370452975, 0.5541682687114577, 0.4140852371602022]","[-0.0787730938274328, 0.738979899453569, 0.48648462670894155]","[-0.07619435612315678, 0.7682252463331463, 0.38961590214964037]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.12174750279959334, 0.08613267691330985, 0.4878469057160494]","[0.23190000533204402, 0.16406224174041328, 0.6216131537448281]","[0.24021676160243485, 0.35608965432940104, 0.7062080967350424]","[0.25212166387533347, 0.5052625995860023, 0.8380799879982824]","[0.1683310056495217, 0.5138803574329325, 0.7819520106271272]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.14928834072592337, 0.1283125845707972, 0.2668640173097904]","[-0.2843587442404501, 0.24440492299128022, 0.2006933663043258]","[-0.43973050289643917, 0.31547239737831023, 0.3227959080321454]","[-0.6085344461393456, 0.40206208599766713, 0.384374675236828]","[-0.6393248315174003, 0.4087691599802309, 0.4805643697309021]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.14233992684064076, 0.09204467549198586, 0.463964200237714]","[-0.27112367017317374, 0.17532319141253788, 0.5761222861670425]","[-0.08214758506225575, 0.23706455167930396, 0.6437687471872652]","[0.10461295564288889, 0.23497785534612553, 0.7137732908536238]","[0.08551839013027951, 0.27989281692273627, 0.6250967223901551]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.13467524257858723, 0.09909219578529721, 0.46705634880180924]","[0.25652427157879365, 0.1887470395902789, 0.5820120929558584]","[0.1533748604684404, 0.08880967038605288, 0.7352201907318099]","[0.007515532212668135, 0.008824469918584078, 0.8452743322574868]","[0.02045355497511303, -0.008436839481203329, 0.9441689466952977]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.01994153014092883, 0.08278004304973677, 0.5319630168764863]","[-0.037983866934189654, 0.15767627247587207, 0.7056438416695135]","[0.01513340163315113, -0.027897240098409964, 0.788354344090837]","[0.06892301485046924, -0.21902137578980768, 0.807399875486614]","[0.1116766075195551, -0.2537821164911754, 0.8923075383903718]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0054350798112397115, -0.009573537430174806, 0.549711247405852]","[-0.010352532974579585, -0.018235309390315754, 0.7394499950587677]","[-0.20745621698758093, 0.0317331511172176, 0.7919218037088417]","[-0.36956013223538475, 0.07959749356480766, 0.897826550455117]","[-0.401039333850239, 0.15649152783768663, 0.8400177504422068]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.05953435869687162, 0.1285475817485841, 0.49501993214146134]","[-0.11339877847108812, 0.24485253666360507, 0.6352760612218048]","[-0.31456842538974233, 0.23610820126417315, 0.6948940933685153]","[-0.48503208827834265, 0.2675635320196565, 0.7935713035118142]","[-0.5433927663417623, 0.28334425359587906, 0.7123894700605324]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1870123406969198, -0.08600320072464064, 0.38159127182686725]","[-0.3562139822794656, -0.16381562042873543, 0.41922147014637534]","[-0.5463783351896064, -0.24951297624748942, 0.4435829579486693]","[-0.7370315541930733, -0.277382041269743, 0.49514995610060186]","[-0.6821033932747831, -0.35350525084033557, 0.5330134491091197]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.20565204927638367, 0.04107199913866242, 0.3290307012449476]","[0.39171818909768935, 0.07823237931264988, 0.3191060976093848]","[0.5335306752834302, 0.014769620591490257, 0.4603919674524759]","[0.6323521461557645, -0.09537650339650526, 0.5941329045848648]","[0.7301564477118458, -0.0780102517275764, 0.6135808324975874]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.14930222318009936, -0.1204252695737041, 0.25452134417539957]","[-0.2843851870103097, -0.2293814658539604, 0.17718351271508267]","[-0.35840552315416097, -0.25467690408202925, 0.3720709947194465]","[-0.3803440396728301, -0.3164372542723514, 0.5604558418736931]","[-0.3755484860808449, -0.21535924748535723, 0.5628494186355226]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.12522981908837222, 0.12395660116923136, 0.45424645919093376]","[0.23853298873911735, 0.23610781175159312, 0.5576123032207932]","[0.3550800758410129, 0.37522357397532563, 0.6632701528533363]","[0.5067915579906966, 0.4618011114552127, 0.7595636946298489]","[0.4667191126848192, 0.509808233412735, 0.8391564415893744]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.049000467580919235, 0.0350355388122295, 0.5411752101949644]","[-0.09333422396308394, 0.06673435964307681, 0.7231908765618483]","[0.0899080790482405, 0.12775546976920854, 0.8056450002069423]","[0.25141876755143466, 0.23579398302749965, 0.8506612989459793]","[0.23885855810635145, 0.22063501742968436, 0.9499484426288345]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.19237016843128507, 0.08329917682969191, 0.3275514885542594]","[-0.3664193684409105, 0.15866509872236806, 0.3162885496271215]","[-0.41891400564485987, 0.01626615122606205, 0.4614327979346934]","[-0.4081555833762149, -0.12885088604441902, 0.5978505088234461]","[-0.4832201788579318, -0.15103804438163937, 0.662026255878586]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.1663724151694781, -0.09621501183791156, 0.4246338641898466]","[-0.31689983841850555, -0.18326668921425637, 0.5012073603616484]","[-0.21094911600130156, -0.20788589621225476, 0.6808412632476635]","[-0.06277951967313924, -0.22969908114997561, 0.8125775364863667]","[-0.1289700300510944, -0.15357736997183544, 0.820931662605694]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.015856707585423256, 0.056025050168211174, 0.5417665943068868]","[-0.03020325254275793, 0.10671438127300023, 0.7243173224893189]","[-0.14987187115977602, 0.10968807835484931, 0.8968588503716236]","[-0.2084648698031162, 0.11842214204230816, 1.0873189948677486]","[-0.282445521763675, 0.050339508183438214, 1.0990283117705273]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.012084151274040767, -0.060030766944487904, 0.5408737919890065]","[0.02301743099909237, -0.11434431798935403, 0.7226167466457154]","[0.14459018341728141, 0.05340387069977098, 0.6882567253857766]","[0.2120718979377749, 0.22850867754095802, 0.6206622372489085]","[0.28290620396385724, 0.27964306997200655, 0.6717823409314211]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0373869656281334, 0.11564390169495935, 0.5112562489425929]","[-0.07121326786221618, 0.22027409846684493, 0.666202378938295]","[-0.23030218101593652, 0.22480996815118548, 0.5291982052873632]","[-0.334695097592971, 0.22663363125956046, 0.3592473793952613]","[-0.4273298489291265, 0.2673996019425102, 0.35768902155269244]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0381957009683068, -0.10776846052349742, 0.5161449611653285]","[0.07275371613099606, -0.20527325813971542, 0.6755142117434614]","[0.03584847289835141, -0.29649828646212645, 0.8610297022813532]","[-0.026104959927309546, -0.42462994607666427, 1.000774254824701]","[0.07343547845411125, -0.416248012348297, 1.0171123793745949]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17791466155752472, -0.09374203308785099, 0.4004880520055627]","[0.3388850696329368, -0.17855625350148635, 0.4552153371534904]","[0.5374482271945963, -0.14872655117817182, 0.39371036728563324]","[0.6974842481274506, -0.10340938774487062, 0.28362259910797205]","[0.748372498297741, -0.04824297408944683, 0.3515383027338981]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.14463470599670103, -0.06714327398548832, 0.47664765852277713]","[-0.2754946780885858, -0.12789195044940382, 0.6002812543290695]","[-0.13070947161142227, -0.1768619440398434, 0.7442923084642208]","[0.04240382363616438, -0.1917683274173955, 0.8422416665178768]","[0.05678473968752736, -0.2726837958545684, 0.9013294505439897]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.013106085781855834, 0.14965994965012627, 0.4867314894158725]","[-0.024963972918749827, 0.2850665707620915, 0.6194885512683004]","[-0.16818908518959025, 0.3904800032213962, 0.731178190322927]","[-0.2643639276315469, 0.47817277432403027, 0.8823233774034481]","[-0.31100979833168585, 0.5630471320828958, 0.8528955650204993]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.008143385124559957, -0.022350060896851747, 0.5486484125427752]","[0.015511209761954104, -0.04257154456515008, 0.7374255477005199]","[-0.1242625012283435, -0.11586231990316007, 0.8759599187654442]","[-0.24603702122325766, -0.13076181191842906, 1.0332286741420134]","[-0.32953252798373084, -0.18632174349511404, 1.0195507958706627]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.15590006531302703, -0.13749634690576917, 0.31016840227271986]","[-0.2969525053587663, -0.26189780362934256, 0.28317790909093393]","[-0.4966934337420722, -0.27977465243339356, 0.3454994928754631]","[-0.6831880754542645, -0.3465477968833708, 0.3688572708713141]","[-0.6986974242761297, -0.2515403873775943, 0.33757561109879886]"
"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.12181842482797002, 0.15032600056847673, 0.42162331116487817]","[-0.23203509490968674, 0.2863352391786248, 0.49547297364742315]","[-0.20084221097344762, 0.3161678338654265, 0.2899565015922779]","[-0.21807179285393774, 0.3833774698319289, 0.10295250072204597]","[-0.2263069585452979, 0.2825216592653714, 0.10535614815844319]"
